이수구분,교과명,분반,학점,담당교수,강의시간
전선,유무기응용화학이론및실右,01,3,배병철 4,
전선,***건축공학입문,01,3,강경모,목14:00-17:00
전선,건축재료,01,3,심상락,금10:00-13:00
전선,건축구조역학I,01,3,정주홍,"월10:00-11:30,수10:00-11:30"
전선,서양건축사I,01,3,곽동엽,
전선,건축설계기초Ⅱ,01,3,이민협 4,화09:30-13:30
전선,건축계획,01,3,나인혜,목10:30-13:30
전선,기초건축공학설계,01,3,심상락 4,화13:30-17:30
전선,기초건축공학설계,02,3,4 건축강사1,목13:30-17:30
전선,건축환경공학,01,3,강경모,"월11:30-13:00,수11:30-13:00"
전선,건축시공,01,3,심상락,"목10:00-11:30,월10:00-11:30"
전선,생성형AI건축정보모델링,01,3,김민석 4,화09:30-13:30
전선,철근콘크리트구조,01,3,정주홍,"월11:30-13:00,수11:30-13:00"
전선,건축설비,01,3,卜7의 2 모,"월13:30-15:00,목11:30-13:00"
전필,캡스톤디자인(건축공학설,01,3,유무영 4,수13:30-17:30
전필,캡스톤디자인(건축공학설,02,3,강경모 4,수13:30-17:30
전필,캡스톤디자인(건축공학종합설계1),01,3,류동우 4,수13:30-17:30
전필,캡스톤디자인(건축공학종합설계1),02,3,정주홍 4,목13:30-17:30
전필,철골구조,01,3,정주홍,월13:30-16:30
전선,생태건축,01,3,4 건축강사2,화13:30-17:30
전선,건설사업관리Ⅱ,01,3,여 口 -rr¯l¯,"월10:00-11:30,수10:00-11:30"
전선,취장업세미나(건축공학),01,3,건축강사1,목10:00-13:00
전선,한국건축사,01,3,나인혜,목13:30-16:30
전선,현대건축론,01,3,윤희철,"목11:30-13:00,화11:30-13:30,화13:30-15:00,수11:30-13:00"
전선,캡스톤디자인(건축설계Ⅲ,01,3,전병권 4,"금09:30-11:30,목09:30-13:30"
전선,캡스톤디자인(건축설계Ⅲ,02,3,고영빈 4,"월13:30-17:30,수13:30-17:30"
전선,캡스톤디자인(건축설계Ⅲ,01,3,전병권 4,"목09:30-13:30,금09:30-11:30"
전선,캡스톤디자인(건축설계Ⅲ,02,3,문지선 4,"수13:30-17:30,월13:30-17:30"
전선,설계실무,01,2,전병권,"수17:30-19:15,화11:30-13:30"
전선,퐤수특)디자인(종합건축설,01,3,곽동엽 4,목11:30-13:30
전선,퐤수특)디자인(종합건축설,02,3,윤회철 4,월09:30-13:30
전선,캡스톤디자인(종합건축설계1-2),01,3,곽동엽 4,목09:30-13:30
전선,캡스톤디자인(종합건축설계1-2),02,3,윤희철 4,금09:30-13:30
전필,스마트건설환경공학개론,01,3,시도치,"목11:30-13:00,수11:30-13:00"
전필,***스마트건설환경공학의이해,01,3,0사규,"목10:00-11:30,수10:00-11:30"
전선,스마트기초응용설계I,01,3,4,화09:30-13:30
전선,스마트기초응용설계I,02,3,4,화13:30-17:30
전선,도시계획개론,01,3,유상균,금10:00-13:00
전선,단지계획및설계,01,3,백인길 4,월09:30-13:30
전선,교통인프라계획,01,3,배기므,"화10:00-11:30,목10:00-11:30"
전선,스마트콘크리트공학및실,01,3,박승호 4,목13:30-17:30
전선,수리학기초및실험,01,3,장상환 4,"화15:30-17:30,수15:30-17:30"
전선,재료역학,01,3,김홍기,월14:00-17:00
전선,물순환과수질오염,01,3,신동철,목13:30-15:00
전선,대기오염과기후변화,01,3,박원석,수10:00-13:00
전필,수문학,01,3,신재환,"화13:30-15:00,목13:30-15:00"
전필,구조역학l,01,3,김용직,화09:30-12:30
전선,암반역학,01,3,이강일,수09:30-12:30
전선,토질역학원론및연습,01,3,김윤희 4,월11:30-15:30
전선,철근콘크리트공학,01,3,이정배,목09:30-12:30
전선,도로공학,01,3,이강일,
전선,기초공학,01,3,김동주,금11:30-14:30
전선,건설안전공학,01,3,김홍기,월10:00-13:00
전선,강구조공학설계,01,3,문일환,수13:30-16:30
전선,수자원공학설계,01,3,신재환 4,"화15:30-17:30,목15:30-17:30"
전선,도로용량및서비스수준분人,01,3,김동선,"월10:00-11:30,화10:00-11:30"
전선,교통제계분석,01,3,배기목,"화11:30-13:00,수10:00-11:30"
전선,스마트시티관계법규,01,3,이지은,월11:30-14:30
전선,。공데이터기반공간분석入,01,3,유상균 4,목13:30-17:30
전선,스마트도시설계실습,01,3,백인길 4,목09:30-13:30
전선,스마트시티와도시개발,01,3,이지은,화13:30-16:30
전선,자율적지능형교통제계,01,3,김동선,"화11:30-13:00,수09:30-11:00"
전선,공공교통시스템,01,3,배기목,월10:00-13:00
전선,캡스톤디자인(스마트도시계획실습Ⅱ),01,3,유상균 4,수13:30-17:30
전선,환경미생물학,01,3,김명운,"화10:00-11:30,수10:00-11:30"
전선,환경화학,01,3,김명운,
전필,수질오염공학,01,3,신동철,"월10:00-11:30,화11:30-13:00"
전필,환경미생물학실험,01,3,김명운 4,화13:30-17:30
전필,환경영향평가,01,3,김명운 4,월09:30-13:30
전선,환경수문학,01,3,이재엽,목09:30-12:30
전선,토양오염복원설계,01,3,신동철 4,목13:30-17:30
전선,대기환경분석실험,01,3,박원석 4,수13:30-17:30
전선,물질및에너지수지,01,3,신동철 4,
전선,캡스톤디자인(환경에너지공학1),01,3,김명운 4,목13:30-17:30
전선,***데이터경영산업공학개로,01,3,김훈태,"월14:00-15:30,화11:30-13:00"
전선,AI활용창의실습,01,3,최재호 4,"화13:30-15:30,목13:30-15:30"
전선,공학회계,01,3,최재호,금14:00-15:30
전선,컴퓨터프로그래밍실습,01,3,신기태 4,"화11:30-13:30,수09:30-11:30"
전선,생산프로세스이해,01,3,김훈태 4,"수11:30-13:30,금11:30-13:30"
전필,인공지능개론및실습,01,3,오용희 4,"화13:30-15:30,금09:30-11:30"
전필,인간공학,01,3,최재호,"화11:30-13:00,목11:30-13:00"
전필,생산계획및통제,01,3,김훈태,"월11:30-13:00,화14:00-15:30"
전선,작업분석및설계,01,3,오요희,"수10:00-11:30,목10:00-11:30"
전선,정보컴퓨터교과교육론,01,3,신기태,월16:30-19:15
전선,기업데이터베이스,01,3,신기태,"월10:00-11:30,화10:00-11:30"
전선,정보컴퓨터교과교재연구및지도법,01,3,백창화,수09:30-12:30
전선,캡스톤디자인(생산시스템),01,3,오용희 4,목13:30-17:30
전선,기업정보시스템,01,3,신기태,"월11:30-13:00,목10:00-11:30"
전선,***반도제융합공학입문,01,3,UH7의가,"목10:00-11:30,수10:00-11:30"
전선,반도제기초과학,01,3,나허서,"화13:30-15:30,목12:30-13:30"
전선,디지털는리시스템,01,3,BH7의가,"수11:30-13:00,목11:30-13:00"
전선,전기자기학,01,3,이정재,"화11:30-13:00,금11:30-13:00"
전선,고제전자재료,01,3,주성후,월14:00-17:00
전선,회로이론및해석1,01,3,김남선,"화13:30-15:00,수13:30-15:00"
전선,기초반도제공학실험1,01,3,백경갑 4,목13:30-17:30
전선,AI응용프로그래밍실습,01,3,기 여 허,"수10:00-11:30,목10:00-11:30"
전선,기초장의공학설계,01,3,백경갑 4,화09:30-13:30
전선,컴퓨터시뮬레이션,01,3,김남선,일15:30-17:00
전선,회로이론1,01,3,김남선,"월11:30-13:00,화11:30-13:00"
전선,기초전자공학실험l,01,3,백경갑 4,금13:30-17:30
전선,IT고급프로그래밍,01,3,기 여 허,"수11:30-13:00,목11:30-13:00"
전선,통신공학,01,3,기 나人해,"화15:30-17:00,목15:30-17:00"
전선,제어공학,01,3,여회入 丁,"화13:30-15:00,목13:30-15:00"
전선,전자회뢰,01,3,백경갑,금10:00-13:00
전선,컴퓨터구조,01,3,모 그 l—,"수11:30-13:00,목11:30-13:00"
전선,디지털회로실험및설계,01,3,여희주 4,수13:30-17:30
전선,공업교과교육론,01,3,한지영,화17:30-20:05
전선,임베디드시스템설계,01,3,정목근 4,화13:30-17:30
전선,응용전자공학실험및설계,01,3,정목근 4,화09:30-13:30
전선,캡스톤디자인(전자공학I),01,3,정목근 4,금09:30-13:30
전선,전자재료공학,01,3,주성후,목15:30-18:25
전선,표면화학,01,3,안재우,화15:30-17:00
전선,물리금속,01,3,황승준,
전선,결정구조분석,01,3,나현석 4,금09:30-13:30
전선,기초물리화학,01,3,이며 보,"수10:00-11:30,목10:00-11:30"
전선,재료강도학,01,3,황승준,금10:00-13:00
전선,세라믹공학실험,01,3,나현석 4,목13:30-17:30
전선,재료특성분석,01,3,주성후,수15:30-18:25
전선,금속재료,01,3,황승준,수10:00-13:00
전선,전자재료공학실험,01,3,주성후 4,화13:30-17:30
전선,캡스톤디자인(신소재Ⅱ),01,3,주성후 4,화09:30-13:30
전선,기계제도및CAD,01,3,4,화13:30-17:30
전선,기계제도및CAD,02,3,권혁 홍 4,목13:30-17:30
전선,***IT기계공학입문,01,3,°」허 =丁,"화10:00-11:30,목10:00-11:30"
전선,기계상의공학설계입문,01,3,김정수,월09:30-12:30
전선,고제역학I,01,3,丁 =,"월10:00-11:30,목11:30-13:00"
전선,기계공작법,01,3,권혁홍,
전선,열역학,01,3,구본승,
전선,공학수래,01,3,김봉진,
전선,3DCAD실습II,01,3,4,화09:30-13:30
전선,3DCAD실습II,02,3,구본승 4,수13:30-17:30
전선,창의기계와지식재산,01,2,김정수 4,월13:30-16:30
전선,파이썬프로그램실습,01,3,김봉진 4,화13:30-17:30
전선,자동자학개론,01,3,원현우,목13:30-16:30
전선,기계진동학,01,3,정규홍,
전선,메카트로닉스및실습,01,3,정규홍 4,수09:30-13:30
전선,CAE3é실습,01,3,구본승 4,월13:30-17:30
전선,임베디드프로그램실습,01,3,4,목09:30-13:30
전선,임베디드프로그램실습,02,3,정규홍 4,목13:30-17:30
전필,캡스톤디자인(기계공학),01,3,4,수09:30-13:30
전필,캡스톤디자인(기계공학),02,3,원현우 4,수13:30-17:30
전선,O아고右卜五,01,3,정규홍,
전필,전공탐색및설계,01,3,임기태,금11:30-14:30
전선,전공설계,01,1,임기태,목15:30-16:30
전선,전공설계Ⅱ,01,1,임기태,목16:30-17:30
전선,평생교육론,01,3,송성숙,수18:00-20:30
전선,장애인복지론,01,3,함현진,"수20:30-23:00,월10:00-11:30,목10:00-11:30"
전선,행정학원론,01,3,신미0H,토16:00-18:50
전선,청소년문화,01,3,김대겸,화18:00-20:30
전선,평생교육프로그램개발론,01,3,송성숙,토13:00-16:00
전선,공기업론,01,3,신미0H,"토13:00-16:00,수13:30-15:00"
전선,청소년복지,01,3,김경식,목18:00-20:30
전선,평생교육실습,01,3,송성숙 4,화18:00-21:20
전선,청소년심리및상담,01,3,서향리,화20:30-23:00
전선,지역사회교육론,01,3,송성숙,토09:30-12:30
전선,지역사회교육론,02,3,김대겸,월20:30-23:00
전선,자원봉사론,01,3,김후년,수18:00-20:30
전선,하소년프로그램개발과평,01,3,김경식,목20:30-23:00
전선,사회복지학개론,01,3,함현진,토09:30-12:30
전선,상담심리학,01,3,신미애,수18:00-20:30
전선,사회복지와인권,01,3,기 古 녀,토13:00-16:00
전선,되와치매,01,3,7침 후 년,토16:00-18:50
전선,사회복지정책론,01,3,신미애,"토09:30-12:30,화15:30-17:00,목13:30-15:00"
전선,건강가정론,01,3,김후년,수20:30-23:00
전선,이상심리,01,3,함현진,수18:00-20:30
전선,노인요양보호론,01,3,유선희,토13:00-16:00
전선,회전익UAⅤ초급운용및실^,01,3,한규정 4,토13:00-17:00
전선,프로그램기초,01,3,한규정,토09:30-12:30
전선,비가시권계기비행기초,01,3,한규정 4,토17:00-20:30
전선,심화한국어1,01,3,한국강사17,"화16:00-18:50,금10:00-13:00"
전선,학업한국어기초듣기,01,3,김수종,
전선,학업한국어기초듣기,02,3,김수종,금10:00-13:00
전선,학업한국어기초듣기,03,3,공하림,월09:30-12:30
전선,학업한국어기초말하기,01,3,기 효 으,목10:00-13:00
전선,학업한국어기초말하기,02,3,김소희,목10:00-13:00
전선,학업한국어기초말하기,03,3,공하림,월13:00-16:00
전선,학업한국어기초쓰기,01,3,기 효 으,목14:00-17:00
전선,학업한국어기초쓰기,02,3,김소희,목14:00-17:00
전선,학업한국어기초읽기,01,3,최재민,금14:00-17:00
전선,학업한국어기초읽기,02,3,김수종,금14:00-17:00
전선,심화한국어2,01,3,공하림,화16:00-18:50
전선,학업한국어기초문법,01,3,공하림,월16:00-18:50
전선,학업한국어기초문법,02,3,공하림,화09:30-12:30
전선,한국의생활문화와언어,01,3,공하림,화13:00-16:00
전선,한국어와한국문화초급1,01,3,한국강사17,화09:30-12:30
전선,한국어와한국문화초급2,01,3,한국강,화13:00-16:00
전선,한국어와한국문화초급2,02,3,사17,월09:30-12:30
전선,한국어와한국문화초급3,01,3,한국강사17,월13:00-16:00
전선,한국어와한국문화초급4,01,3,한국강사17,월16:00-18:50
전선,한국어와한국문화중급1,01,3,한국강사16,목09:30-12:30
전선,한국어와한국문화중급4,01,3,김연회,금13:00-16:00
전선,K-POP한국어,01,3,이선형,"화10:00-13:00,금13:00-16:00"
전선,K-POP한국어,02,3,김수종,화10:00-13:00
전선,드라마.예능한국어,01,3,이선형,"화14:00-17:00,월10:00-13:00"
전선,드라마.예능한국어,02,3,김수종,화14:00-17:00
전선,드라마.예능한국어,01,3,신 영선,"월10:00-13:00,화14:00-17:00"
전선,학업한국어듣기,02,3,김선미,월10:00-13:00
전선,학업한국어듣기,03,3,최재민,월10:00-13:00
전선,학업한국어듣기,04,3,주재환,수09:30-12:30
전선,학업한국어말하기,01,3,김선미,금10:00-13:00
전선,학업한국어말하기,02,3,이선형,금10:00-13:00
전선,학업한국어말하기,03,3,신 영선,목10:00-13:00
전선,학업한국어말하기,04,3,주재환,수13:00-16:00
전선,학업한국어쓰기,01,3,김선미,금14:00-17:00
전선,학업한국어쓰기,02,3,이선형,금14:00-17:00
전선,학업한국어쓰기,03,3,신 영선,목14:00-17:00
전선,학업한국어쓰기,04,3,한국강사16,목16:00-18:50
전선,학업한국어읽기,01,3,신영선,월14:00-17:00
전선,학업한국어읽기,02,3,김선미,월14:00-17:00
전선,학업한국어읽기,03,3,최재민,월14:00-17:00
전선,학업한국어읽기,04,3,주재환,"수06:00-18:50,수16:00-18:50"
전선,비즈니스한국어1,01,3,김소희,"화10:00-13:00,화14:00-17:00"
전선,비즈니스한국어1,03,3,김효은,화10:00-13:00
전선,비즈니스한국어1,04,3,김연회,금16:00-18:50
전선,비즈니스한국어1,01,3,김소희,"화14:00-17:00,화10:00-13:00"
전선,비즈니스한국어2,02,3,한국강사16,화14:00-17:00
전선,비즈니스한국어2,03,3,김효은,화14:00-17:00
전선,비즈니스한국어2,04,3,한국강사16,금16:00-18:50
전선,한국의전통문화,01,3,한국강사16,금09:30-12:30
전선,한국의전통문화,02,3,홍성목,목13:00-16:00
전선,한국의현대문화,01,3,홍성목,목09:30-12:30
전선,외국어로서의이해한국어,01,3,공하림,월20:30-21:20
전선,외국어로서의한국어문법교육론,01,3,한국강사16,금13:00-16:00
전선,외국어로서의한국어표현,01,3,공하림,화20:30-21:20
전선,경영학의이해,01,3,김명진,목10:00-13:00
전선,마케팅입문,01,3,김명진,목14:00-17:00
전선,마케팅입문,02,3,홍성일,월10:00-13:00
전선,조직행동개론,01,3,김명진,목17:00-19:40
전선,경력관리론,01,3,홍성일,월14:00-17:00
전선,국제서비스마케팅,01,3,이재훈,금14:00-17:00
전선,국제인적자원관리,01,3,이재훈,금17:00-19:40
전선,국제인적자원관리,02,3,대림이,목10:00-13:00
전선,비즈니스잉글리쉬,01,3,이재훈,금10:00-13:00
전선,글로벌마케팅이론,01,3,데니스,목10:00-13:00
전선,글로벌마케팅이론,02,3,우스만,금10:00-13:00
전선,국제통상환경론,01,3,데니스,목14:00-17:00
전선,국제통상환경론,02,3,우스만,금14:00-17:00
전선,비즈니스통계학,01,3,맹철규,월21:20-22:10
전선,국제무역실무론,01,3,스 크 .o--r-,화10:00-13:00
전선,국제무역실무론,02,3,국제강사6,화10:00-13:00
전선,E-Business,01,3,맹철규,화21:20-22:10
전선,비즈니스장업론,01,3,맹철규,수21:20-22:10
전선,글로벌기업분석,01,3,데니스,월17:00-19:40
전선,글로벌기업분석,02,3,국제강사6,월17:00-19:40
전선,국제기업물류,01,3,데니스,월14:00-17:00
전선,국제기업물류,02,3,국제강사6,월14:00-17:00
전선,글로벌경영전략,01,3,국제강사5,월10:00-13:00
전선,글로벌경영전략,02,3,류승우,월10:00-13:00
전선,글로벌경영전략,03,3,대림이,목14:00-17:00
전선,글로벌생산및운영관리,01,3,국제강사5,월14:00-17:00
전선,글로벌생산및운영관리,02,3,류승우,월14:00-17:00
전선,글로벌CEO사례연구,01,3,대림이,수10:00-13:00
전선,ESG경영학,01,3,데니스,월10:00-13:00
전선,ESG경영학,02,3,국제강사6,월10:00-13:00
전선,국제통상정책이론,01,3,국제강사5,월17:00-19:40
전선,국제통상정책이론,02,3,류승우,월17:00-19:40
전선,국제경영성공사례,01,3,맹철규,월17:00-19:40
전선,국제협상세미나,01,3,맹철규,월10:00-13:00
전선,국제협상세미나,02,3,홍성일,월17:00-19:40
전선,국제경제법,01,3,맹철규,월14:00-17:00
전선,캐릭터영상표현,01,2,노승복 4,월13:30-16:30
전선,삽화일러스트레이션,01,3,김현성 4,수13:30-17:30
전선,캐릭터표현,01,3,최윤정 4,화13:30-17:30
전선,캐릭터원형제작Ⅱ,01,3,이승연 4,목13:30-17:30
전선,아트굿즈,01,3,이희승 4,수13:30-17:30
전선,예술문화산업연구,01,3,오세권,월10:30-13:30
전선,캡스톤디자인(아트상품종합설계1),01,3,이해인 4,금09:30-13:30
전선,3D프린팅,01,3,허혁준 4,
전선,문화트렌드의이해,01,3,박현린,수11:30-14:30
전선,영상콘텐스산업과영화읽,01,3,최수지,수14:30-17:30
전선,문화원형과동양고전,01,3,기스 나,"화13:30-15:00,목13:30-15:00"
전선,및제작콘텐츠기획,01,3,역사강사1,목09:30-12:30
전선,문화브랜딩과포지서닝기버,01,3,조용기,금11:30-14:30
전선,디자인과문화,01,3,최성운,월13:30-16:30
전선,K-문화코드읽기,01,3,김승남,월10:00-13:00
전선,캐릭터산업과광고,01,3,오 =,금14:30-17:30
전선,게임기획과스토리텔링,01,3,미술강사1,화09:30-12:30
전선,게임컨셉디자인,01,3,4 기 지 古,수09:30-13:30
전선,게임컨셉디자인,02,3,4,금09:30-13:30
전선,캡스톤디자인(게임에셋활용),01,3,4 미술강사1,화13:30-17:30
전선,무인기조종제어,01,3,4 스마강사11,"화15:30-17:30,월15:30-17:30"
전선,탐색적데이터분석,01,3,4 AI빅강사1,"월13:30-15:30,화13:30-15:30"
전선,현대무기제계론,01,3,이성진,
전선,캡스톤디자인(항공비행제어시스템),01,3,4 스마강사11,수09:30-13:30
전선,지형영상좔영제작,01,3,4 스마강사11,금09:30-13:30
전선,장의지식재산소양,01,3,정종진,목09:30-12:30
전선,기업가정신과장업,01,3,김형민,목14:00-15:30
전선,장의디어발명아이,01,3,김현동,목15:30-17:00
전선,디자인씽킹과비즈니스모〔,01,3,AI융강사1,"화14:00-15:30,목15:30-17:00"
전선,미래산업트렌드,01,3,AI융강사1,"화15:30-17:00,목14:00-15:30"
전선,장의BM지식재산,01,3,조기현,금11:30-14:30
전선,테크노.소셜.아트프러너십,01,3,김형민,
전선,코딩의기초,01,3,박범수,금13:30-16:30
전선,전기전자공학개론,01,3,전기강사1,수14:00-15:30
전선,에너지저장소재부품개론,01,3,정현택,금10:00-13:00
전선,변환공학전력,01,3,전기강사1,"월11:30-13:00,목11:30-13:00"
전선,에너지소재공학,01,3,배병철,화18:25-19:15
전선,전기자전력변환시스템설,01,3,박범수 4,목13:30-17:30
전선,탄소재료공학,01,3,이주형,수18:25-19:15
전선,스마트시공,01,3,김민석,화13:30-16:30
전선,캡스톤디자인(GIS프로그래밍응용),01,3,이혜진 4,수13:30-17:30
전선,스마트건설안전,01,3,이혜진,수09:30-12:30
전선,스마트구조설계,01,3,정주홍 4,화09:30-13:30
전선,스마트교통공학개론,01,3,김동선,금10:00-13:00
전선,스마트도로공학,01,3,이강일,
전선,스마트대중교통,01,3,배기므,"화14:00-15:30,목11:30-13:00"
전선,세계화와통일한국,01,3,정병화,화14:30-17:30
전선,남북한경제의이해,01,3,박영민,수21:20-22:10
전선,미중관계의국제정치,01,3,노병렬,금17:30-18:25
전선,북한이탈주민연구,01,3,박영민,
전선,통일인문독서,01,3,이철수,수14:30-17:30
전선,통일한국사회복지,01,3,이철수,목14:30-17:30
